Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - GBP,Flow
16/12/14,"6,331.83",+149.11,+2.41%,"6,182.72","6,144.72","6,331.83","1,037,451,357","591,534.00","12,151,910.00"
17/12/14,"6,336.48",+4.65,+0.07%,"6,331.83","6,240.32","6,359.68","745,851,901","459,630.00","12,611,540.00"
18/12/14,"6,466.00",+129.52,+2.04%,"6,336.48","6,336.48","6,466.00","967,411,876","568,935.00","13,180,475.00"
19/12/14,"6,545.27",+79.27,+1.23%,"6,466.00","6,466.00","6,566.90","1,180,008,844","699,562.00","13,880,037.00"
22/12/14,"6,576.74",+31.47,+0.48%,"6,545.27","6,545.27","6,620.95","498,582,811","308,708.00","14,188,745.00"
23/12/14,"6,598.18",+21.44,+0.33%,"6,576.74","6,576.74","6,620.47","392,045,307","242,204.00","14,430,949.00"
24/12/14,"6,609.93",+11.75,+0.18%,"6,598.18","6,586.05","6,618.09","261,326,653","104,182.00","14,535,131.00"
29/12/14,"6,633.51",+23.58,+0.36%,"6,609.93","6,587.87","6,651.96","361,181,693","211,608.00","14,746,739.00"
30/12/14,"6,547.00",-86.51,-1.30%,"6,633.51","6,528.89","6,633.51","348,400,029","208,890.00","14,537,849.00"
31/12/14,"6,566.09",+19.09,+0.29%,"6,547.00","6,547.00","6,578.24","129,446,967","73,492.00","14,611,341.00"
2/1/15,"6,547.80",-18.29,-0.28%,"6,566.09","6,510.60","6,607.89","378,930,102","226,129.00","14,385,212.00"
5/1/15,"6,417.16",-130.64,-2.00%,"6,547.80","6,404.49","6,576.74","750,516,616","461,466.00","13,923,746.00"
6/1/15,"6,366.51",-50.65,-0.79%,"6,417.16","6,328.59","6,452.66","793,260,855","478,865.00","13,444,881.00"
7/1/15,"6,419.83",+53.32,+0.84%,"6,366.51","6,366.51","6,459.74","709,496,420","421,903.00","13,866,784.00"
8/1/15,"6,569.96",+150.13,+2.34%,"6,419.83","6,419.83","6,580.82","910,041,429","483,943.00","14,350,727.00"
9/1/15,"6,501.14",-68.82,-1.05%,"6,569.96","6,471.38","6,570.24","761,328,286","399,548.00","13,951,179.00"
12/1/15,"6,501.42",+0.28,+0.00%,"6,501.14","6,447.91","6,542.43","620,941,341","355,823.00","14,307,002.00"
13/1/15,"6,542.20",+40.78,+0.63%,"6,501.42","6,465.19","6,558.83","694,405,018","392,219.00","14,699,221.00"
14/1/15,"6,388.46",-153.74,-2.35%,"6,542.20","6,353.65","6,542.20","1,001,295,830","565,652.00","14,133,569.00"
15/1/15,"6,498.78",+110.32,+1.73%,"6,388.46","6,298.15","6,498.78","1,010,360,391","620,235.00","14,753,804.00"
16/1/15,"6,550.27",+51.49,+0.79%,"6,498.78","6,443.28","6,553.20","830,661,812","486,981.00","15,240,785.00"
19/1/15,"6,585.53",+35.26,+0.54%,"6,550.27","6,548.00","6,598.89","554,552,341","297,958.00","15,538,743.00"
20/1/15,"6,620.10",+34.57,+0.52%,"6,585.53","6,585.53","6,640.44","697,941,130","410,673.00","15,949,416.00"
21/1/15,"6,728.04",+107.94,+1.63%,"6,620.10","6,620.10","6,728.04","873,753,032","508,304.00","16,457,720.00"
22/1/15,"6,796.63",+68.59,+1.02%,"6,728.04","6,726.24","6,808.18","954,658,127","571,124.00","17,028,844.00"
23/1/15,"6,832.83",+36.20,+0.53%,"6,796.63","6,796.58","6,841.73","863,795,074","510,057.00","17,538,901.00"
26/1/15,"6,852.40",+19.57,+0.29%,"6,832.83","6,790.13","6,855.92","630,840,240","399,894.00","17,938,795.00"
27/1/15,"6,811.61",-40.79,-0.60%,"6,852.40","6,773.54","6,864.97","735,986,626","473,393.00","17,465,402.00"
28/1/15,"6,825.94",+14.33,+0.21%,"6,811.61","6,777.08","6,863.00","803,715,299","470,409.00","17,935,811.00"
29/1/15,"6,810.60",-15.34,-0.22%,"6,825.94","6,750.22","6,825.94","726,306,321","481,933.00","17,453,878.00"
30/1/15,"6,749.40",-61.20,-0.90%,"6,810.60","6,749.40","6,843.98","823,479,748","527,140.00","16,926,738.00"
2/2/15,"6,782.55",+33.15,+0.49%,"6,749.40","6,731.99","6,795.52","780,983,932","495,537.00","17,422,275.00"
3/2/15,"6,871.80",+89.25,+1.32%,"6,782.55","6,782.39","6,886.31","882,173,731","573,986.00","17,996,261.00"
4/2/15,"6,860.02",-11.78,-0.17%,"6,871.80","6,804.10","6,883.49","835,230,114","543,638.00","17,452,623.00"
5/2/15,"6,865.93",+5.91,+0.09%,"6,860.02","6,808.19","6,870.10","753,814,816","482,991.00","17,935,614.00"
6/2/15,"6,853.44",-12.49,-0.18%,"6,865.93","6,835.48","6,886.22","668,591,399","438,761.00","17,496,853.00"
9/2/15,"6,837.15",-16.29,-0.24%,"6,853.44","6,777.99","6,853.44","639,894,043","419,324.00","17,077,529.00"
10/2/15,"6,829.12",-8.03,-0.12%,"6,837.15","6,788.89","6,843.90","795,907,388","488,678.00","16,588,851.00"
11/2/15,"6,818.17",-10.95,-0.16%,"6,829.12","6,786.12","6,838.33","641,786,925","391,411.00","16,197,440.00"
12/2/15,"6,828.11",+9.94,+0.15%,"6,818.17","6,817.23","6,854.62","834,910,648","506,973.00","16,704,413.00"
13/2/15,"6,873.52",+45.41,+0.67%,"6,828.11","6,828.11","6,887.57","757,581,598","485,962.00","17,190,375.00"
16/2/15,"6,857.05",-16.47,-0.24%,"6,873.52","6,851.77","6,878.66","428,644,430","288,548.00","16,901,827.00"
17/2/15,"6,898.13",+41.08,+0.60%,"6,857.05","6,819.78","6,898.13","631,889,378","394,194.00","17,296,021.00"
18/2/15,"6,898.08",-0.05,-0.00%,"6,898.13","6,876.30","6,921.32","698,356,068","448,310.00","16,847,711.00"
19/2/15,"6,888.90",-9.18,-0.13%,"6,898.08","6,858.67","6,907.30","661,607,853","416,127.00","16,431,584.00"
20/2/15,"6,915.20",+26.30,+0.38%,"6,888.90","6,884.77","6,920.51","787,658,603","458,493.00","16,890,077.00"
23/2/15,"6,912.16",-3.04,-0.04%,"6,915.20","6,885.89","6,943.61","700,282,227","406,090.00","16,483,987.00"
24/2/15,"6,949.63",+37.47,+0.54%,"6,912.16","6,899.59","6,958.89","857,360,761","476,317.00","16,960,304.00"
25/2/15,"6,935.38",-14.25,-0.21%,"6,949.63","6,904.88","6,955.41","718,033,323","404,111.00","16,556,193.00"
26/2/15,"6,949.73",+14.35,+0.21%,"6,935.38","6,920.54","6,949.98","806,275,328","454,100.00","17,010,293.00"
27/2/15,"6,946.66",-3.07,-0.04%,"6,949.73","6,929.84","6,967.24","908,713,219","492,267.00","16,518,026.00"
2/3/15,"6,940.64",-6.02,-0.09%,"6,946.66","6,924.33","6,974.26","802,784,561","442,169.00","16,075,857.00"
3/3/15,"6,889.13",-51.51,-0.74%,"6,940.64","6,889.13","6,963.55","808,286,227","480,219.00","15,595,638.00"
4/3/15,"6,919.24",+30.11,+0.44%,"6,889.13","6,862.87","6,919.24","764,090,906","441,911.00","16,037,549.00"
5/3/15,"6,961.14",+41.90,+0.61%,"6,919.24","6,914.06","6,968.64","823,099,808","477,120.00","16,514,669.00"
6/3/15,"6,911.80",-49.34,-0.71%,"6,961.14","6,911.80","6,961.23","771,791,558","417,799.00","16,096,870.00"
9/3/15,"6,876.47",-35.33,-0.51%,"6,911.80","6,859.81","6,911.80","691,318,759","386,929.00","15,709,941.00"
10/3/15,"6,702.84",-173.63,-2.52%,"6,876.47","6,702.84","6,876.86","914,713,362","533,982.00","15,175,959.00"
11/3/15,"6,721.51",+18.67,+0.28%,"6,702.84","6,693.80","6,738.95","769,931,913","435,984.00","15,611,943.00"
12/3/15,"6,761.07",+39.56,+0.59%,"6,721.51","6,721.51","6,799.84","872,089,767","487,094.00","16,099,037.00"
13/3/15,"6,740.58",-20.49,-0.30%,"6,761.07","6,713.50","6,777.77","732,044,665","436,823.00","15,662,214.00"
16/3/15,"6,804.08",+63.50,+0.94%,"6,740.58","6,740.58","6,809.08","706,940,149","414,102.00","16,076,316.00"
17/3/15,"6,837.61",+33.53,+0.49%,"6,804.08","6,798.47","6,846.90","780,786,408","456,209.00","16,532,525.00"
18/3/15,"6,945.20",+107.59,+1.57%,"6,837.61","6,837.26","6,945.20","796,528,589","485,040.00","17,017,565.00"
19/3/15,"6,962.32",+17.12,+0.25%,"6,945.20","6,929.73","6,982.79","834,200,429","511,062.00","17,528,627.00"
20/3/15,"7,022.51",+60.19,+0.86%,"6,962.32","6,960.81","7,024.21","1,462,369,248","841,325.00","18,369,952.00"
23/3/15,"7,037.67",+15.16,+0.22%,"7,022.51","6,991.43","7,037.67","694,423,912","449,354.00","18,819,306.00"
24/3/15,"7,019.68",-17.99,-0.26%,"7,037.67","7,012.51","7,065.08","722,191,322","473,387.00","18,345,919.00"
25/3/15,"6,990.97",-28.71,-0.41%,"7,019.68","6,983.94","7,035.11","665,746,978","400,394.00","17,945,525.00"
26/3/15,"6,895.33",-95.64,-1.37%,"6,990.97","6,876.84","6,990.97","965,482,790","583,650.00","17,361,875.00"
27/3/15,"6,855.02",-40.31,-0.58%,"6,895.33","6,839.88","6,910.55","759,281,758","477,858.00","16,884,017.00"
30/3/15,"6,891.43",+36.41,+0.53%,"6,855.02","6,855.02","6,914.60","659,074,434","439,914.00","17,323,931.00"
31/3/15,"6,773.04",-118.39,-1.72%,"6,891.43","6,765.05","6,910.07","928,181,122","581,433.00","16,742,498.00"
1/4/15,"6,809.50",+36.46,+0.54%,"6,773.04","6,765.40","6,856.43","809,439,388","466,040.00","17,208,538.00"
2/4/15,"6,833.46",+23.96,+0.35%,"6,809.50","6,801.27","6,849.91","593,705,970","365,627.00","17,574,165.00"
7/4/15,"6,961.77",+128.31,+1.88%,"6,833.46","6,833.46","6,967.69","725,880,740","430,885.00","18,005,050.00"
8/4/15,"6,937.41",-24.36,-0.35%,"6,961.77","6,931.59","7,012.06","892,292,816","638,950.00","17,366,100.00"
9/4/15,"7,015.36",+77.95,+1.12%,"6,937.41","6,937.41","7,016.99","720,206,973","491,503.00","17,857,603.00"
10/4/15,"7,089.77",+74.41,+1.06%,"7,015.36","7,015.36","7,095.36","826,728,440","514,669.00","18,372,272.00"
13/4/15,"7,064.30",-25.47,-0.36%,"7,089.77","7,046.68","7,089.84","610,966,101","370,191.00","18,002,081.00"
14/4/15,"7,075.26",+10.96,+0.16%,"7,064.30","7,044.60","7,086.06","690,646,680","432,546.00","18,434,627.00"
15/4/15,"7,096.78",+21.52,+0.30%,"7,075.26","7,058.34","7,111.72","744,938,686","464,618.00","18,899,245.00"
16/4/15,"7,060.45",-36.33,-0.51%,"7,096.78","7,057.74","7,119.35","773,862,335","534,458.00","18,364,787.00"
17/4/15,"6,994.63",-65.82,-0.93%,"7,060.45","6,979.32","7,093.52","800,535,979","500,099.00","17,864,688.00"
20/4/15,"7,052.13",+57.50,+0.82%,"6,994.63","6,994.63","7,067.84","601,946,358","371,887.00","18,236,575.00"
21/4/15,"7,062.93",+10.80,+0.15%,"7,052.13","7,030.00","7,105.13","676,069,781","439,487.00","18,676,062.00"
22/4/15,"7,028.24",-34.69,-0.49%,"7,062.93","6,997.15","7,092.34","809,069,163","482,854.00","18,193,208.00"
23/4/15,"7,053.67",+25.43,+0.36%,"7,028.24","6,995.79","7,055.15","736,404,336","473,269.00","18,666,477.00"
24/4/15,"7,070.70",+17.03,+0.24%,"7,053.67","7,051.17","7,102.59","821,321,738","532,729.00","19,199,206.00"
27/4/15,"7,103.98",+33.28,+0.47%,"7,070.70","7,025.27","7,122.74","700,785,268","449,132.00","19,648,338.00"
28/4/15,"7,030.53",-73.45,-1.03%,"7,103.98","6,983.97","7,103.99","821,001,740","527,408.00","19,120,930.00"
29/4/15,"6,946.28",-84.25,-1.20%,"7,030.53","6,945.56","7,058.19","791,053,972","504,819.00","18,616,111.00"
30/4/15,"6,960.63",+14.35,+0.21%,"6,946.28","6,906.24","6,970.34","934,295,599","573,506.00","19,189,617.00"
1/5/15,"6,985.95",+25.32,+0.36%,"6,960.63","6,919.39","6,995.41","863,399,990","328,060.00","19,517,677.00"
5/5/15,"6,927.58",-58.37,-0.84%,"6,985.95","6,927.58","7,053.18","1,051,397,995","586,141.00","18,931,536.00"
6/5/15,"6,933.74",+6.16,+0.09%,"6,927.58","6,913.46","6,974.82","910,976,770","509,022.00","19,440,558.00"
7/5/15,"6,886.95",-46.79,-0.67%,"6,933.74","6,810.05","6,933.74","973,560,377","602,160.00","18,838,398.00"
8/5/15,"7,046.82",+159.87,+2.32%,"6,886.95","6,885.79","7,046.82","1,428,127,373","653,515.00","19,491,913.00"
11/5/15,"7,029.85",-16.97,-0.24%,"7,046.82","7,025.17","7,083.72","816,711,524","435,842.00","19,056,071.00"
12/5/15,"6,933.80",-96.05,-1.37%,"7,029.85","6,887.52","7,029.85","865,970,994","514,415.00","18,541,656.00"
13/5/15,"6,949.63",+15.83,+0.23%,"6,933.80","6,920.65","6,989.91","820,354,313","434,711.00","18,976,367.00"
14/5/15,"6,973.04",+23.41,+0.34%,"6,949.63","6,884.63","6,977.93","622,168,366","357,737.00","19,334,104.00"
15/5/15,"6,960.49",-12.55,-0.18%,"6,973.04","6,937.12","7,009.41","723,608,523","422,604.00","18,911,500.00"
18/5/15,"6,968.87",+8.38,+0.12%,"6,960.49","6,931.64","7,015.49","633,212,712","363,541.00","19,275,041.00"
19/5/15,"6,995.10",+26.23,+0.38%,"6,968.87","6,968.87","7,011.35","801,433,964","447,270.00","19,722,311.00"
20/5/15,"7,007.26",+12.16,+0.17%,"6,995.10","6,962.06","7,018.70","850,668,331","467,325.00","20,189,636.00"
21/5/15,"7,013.47",+6.21,+0.09%,"7,007.26","6,994.26","7,026.01","582,840,272","352,598.00","20,542,234.00"
22/5/15,"7,031.72",+18.25,+0.26%,"7,013.47","7,013.47","7,061.66","641,042,524","376,657.00","20,918,891.00"
26/5/15,"6,948.99",-82.73,-1.18%,"7,031.72","6,930.28","7,039.55","692,146,350","405,186.00","20,513,705.00"
27/5/15,"7,033.33",+84.34,+1.21%,"6,948.99","6,948.62","7,054.14","668,803,615","425,053.00","20,938,758.00"
28/5/15,"7,040.92",+7.59,+0.11%,"7,033.33","7,005.88","7,049.62","625,453,480","392,732.00","21,331,490.00"
29/5/15,"6,984.43",-56.49,-0.80%,"7,040.92","6,967.92","7,069.93","1,213,717,190","662,184.00","20,669,306.00"
1/6/15,"6,953.58",-30.85,-0.44%,"6,984.43","6,942.66","7,037.58","715,734,312","421,025.00","20,248,281.00"
2/6/15,"6,928.27",-25.31,-0.36%,"6,953.58","6,872.12","6,972.25","891,348,063","505,480.00","19,742,801.00"
3/6/15,"6,950.46",+22.19,+0.32%,"6,928.27","6,901.79","6,985.69","722,278,391","442,844.00","20,185,645.00"
4/6/15,"6,859.24",-91.22,-1.31%,"6,950.46","6,838.95","6,950.46","807,840,056","481,393.00","19,704,252.00"
5/6/15,"6,804.60",-54.64,-0.80%,"6,859.24","6,785.15","6,859.24","777,843,815","440,686.00","19,263,566.00"
8/6/15,"6,790.04",-14.56,-0.21%,"6,804.60","6,781.66","6,827.16","555,747,090","363,539.00","18,900,027.00"
9/6/15,"6,753.80",-36.24,-0.53%,"6,790.04","6,736.88","6,803.75","702,828,835","433,559.00","18,466,468.00"
10/6/15,"6,830.27",+76.47,+1.13%,"6,753.80","6,734.15","6,843.57","843,901,996","504,714.00","18,971,182.00"
11/6/15,"6,846.74",+16.47,+0.24%,"6,830.27","6,807.29","6,870.19","699,560,882","397,112.00","19,368,294.00"
12/6/15,"6,784.92",-61.82,-0.90%,"6,846.74","6,760.06","6,846.74","610,749,884","360,596.00","19,007,698.00"
15/6/15,"6,710.52",-74.40,-1.10%,"6,784.92","6,708.50","6,784.92","574,231,570","352,565.00","18,655,133.00"
16/6/15,"6,710.10",-0.42,-0.01%,"6,710.52","6,656.90","6,723.49","740,514,575","440,689.00","18,214,444.00"
17/6/15,"6,680.55",-29.55,-0.44%,"6,710.10","6,665.95","6,731.54","706,467,785","401,299.00","17,813,145.00"
18/6/15,"6,707.88",+27.33,+0.41%,"6,680.55","6,625.16","6,707.88","797,213,019","445,044.00","18,258,189.00"
19/6/15,"6,710.45",+2.57,+0.04%,"6,707.88","6,691.82","6,759.29","1,273,130,426","621,360.00","18,879,549.00"
22/6/15,"6,825.67",+115.22,+1.72%,"6,710.45","6,710.45","6,825.67","772,664,281","464,017.00","19,343,566.00"
23/6/15,"6,834.87",+9.20,+0.13%,"6,825.67","6,825.67","6,856.49","598,079,352","361,592.00","19,705,158.00"
24/6/15,"6,844.80",+9.93,+0.15%,"6,834.87","6,834.32","6,873.43","688,925,503","407,288.00","20,112,446.00"
25/6/15,"6,807.82",-36.98,-0.54%,"6,844.80","6,798.80","6,869.04","675,601,910","398,072.00","19,714,374.00"
26/6/15,"6,753.70",-54.12,-0.79%,"6,807.82","6,731.13","6,807.82","613,762,503","357,003.00","19,357,371.00"
29/6/15,"6,620.48",-133.22,-1.97%,"6,753.70","6,598.64","6,753.70","786,015,833","447,248.00","18,910,123.00"
30/6/15,"6,520.98",-99.50,-1.50%,"6,620.48","6,520.98","6,620.75","909,528,939","525,334.00","18,384,789.00"
1/7/15,"6,608.59",+87.61,+1.34%,"6,520.98","6,520.98","6,637.34","814,008,718","451,170.00","18,835,959.00"
2/7/15,"6,630.47",+21.88,+0.33%,"6,608.59","6,600.37","6,647.70","608,682,194","364,747.00","19,200,706.00"
3/7/15,"6,585.78",-44.69,-0.67%,"6,630.47","6,572.46","6,630.75","462,884,680","247,061.00","18,953,645.00"
6/7/15,"6,535.68",-50.10,-0.76%,"6,585.78","6,506.71","6,585.78","629,530,791","351,074.00","18,602,571.00"
7/7/15,"6,432.21",-103.47,-1.58%,"6,535.68","6,432.21","6,543.80","789,934,592","443,790.00","18,158,781.00"
8/7/15,"6,490.70",+58.49,+0.91%,"6,432.21","6,430.36","6,515.06","941,351,450","483,802.00","18,642,583.00"
9/7/15,"6,581.63",+90.93,+1.40%,"6,490.70","6,490.70","6,594.18","788,632,182","447,478.00","19,090,061.00"
10/7/15,"6,673.38",+91.75,+1.39%,"6,581.63","6,581.63","6,687.57","720,746,727","398,886.00","19,488,947.00"
13/7/15,"6,737.95",+64.57,+0.97%,"6,673.38","6,673.38","6,743.05","661,871,391","372,992.00","19,861,939.00"
14/7/15,"6,753.75",+15.80,+0.23%,"6,737.95","6,710.62","6,753.75","595,318,490","341,024.00","20,202,963.00"
15/7/15,"6,753.75",0.00,0.00%,"6,753.75","6,728.49","6,775.91","566,433,842","323,912.00","20,526,875.00"
16/7/15,"6,796.45",+42.70,+0.63%,"6,753.75","6,752.09","6,805.14","605,230,324","341,336.00","20,868,211.00"
17/7/15,"6,775.08",-21.37,-0.31%,"6,796.45","6,764.80","6,799.78","602,281,728","340,869.00","20,527,342.00"
20/7/15,"6,788.69",+13.61,+0.20%,"6,775.08","6,772.09","6,813.41","431,752,652","260,802.00","20,788,144.00"
21/7/15,"6,769.07",-19.62,-0.29%,"6,788.69","6,758.75","6,800.13","573,510,146","324,167.00","20,463,977.00"
22/7/15,"6,667.34",-101.73,-1.50%,"6,769.07","6,653.39","6,769.07","714,924,386","422,754.00","20,041,223.00"
23/7/15,"6,655.01",-12.33,-0.18%,"6,667.34","6,644.85","6,711.49","651,242,282","382,865.00","19,658,358.00"
24/7/15,"6,579.81",-75.20,-1.13%,"6,655.01","6,573.96","6,684.81","664,735,349","376,026.00","19,282,332.00"
27/7/15,"6,505.13",-74.68,-1.13%,"6,579.81","6,495.67","6,589.48","686,743,053","400,908.00","18,881,424.00"
28/7/15,"6,555.28",+50.15,+0.77%,"6,505.13","6,505.13","6,569.45","730,871,160","425,338.00","19,306,762.00"
29/7/15,"6,631.00",+75.72,+1.16%,"6,555.28","6,555.28","6,634.04","845,403,837","505,231.00","19,811,993.00"
30/7/15,"6,668.87",+37.87,+0.57%,"6,631.00","6,631.00","6,697.40","802,151,579","474,177.00","20,286,170.00"
31/7/15,"6,696.28",+27.41,+0.41%,"6,668.87","6,646.26","6,705.42","958,422,651","477,558.00","20,763,728.00"
3/8/15,"6,688.62",-7.66,-0.11%,"6,696.28","6,668.18","6,710.79","700,912,673","372,057.00","20,391,671.00"
4/8/15,"6,686.57",-2.05,-0.03%,"6,688.62","6,644.65","6,715.51","1,442,536,423","667,985.00","19,723,686.00"
5/8/15,"6,752.41",+65.84,+0.98%,"6,686.57","6,686.57","6,764.82","873,475,084","474,901.00","20,198,587.00"
6/8/15,"6,747.09",-5.32,-0.08%,"6,752.41","6,717.49","6,763.34","713,003,573","414,609.00","19,783,978.00"
7/8/15,"6,718.49",-28.60,-0.42%,"6,747.09","6,718.49","6,754.77","614,006,097","360,173.00","19,423,805.00"
10/8/15,"6,736.22",+17.73,+0.26%,"6,718.49","6,653.65","6,751.49","789,153,328","414,737.00","19,838,542.00"
11/8/15,"6,664.54",-71.68,-1.06%,"6,736.22","6,663.98","6,736.22","727,572,099","424,711.00","19,413,831.00"
12/8/15,"6,571.19",-93.35,-1.40%,"6,664.54","6,536.41","6,664.54","1,119,128,641","601,888.00","18,811,943.00"
13/8/15,"6,568.33",-2.86,-0.04%,"6,571.19","6,553.45","6,634.71","689,587,933","397,438.00","18,414,505.00"
14/8/15,"6,550.74",-17.59,-0.27%,"6,568.33","6,544.42","6,603.17","595,476,274","318,160.00","18,096,345.00"
17/8/15,"6,550.30",-0.44,-0.01%,"6,550.74","6,507.76","6,585.88","485,854,124","267,924.00","17,828,421.00"
18/8/15,"6,526.29",-24.01,-0.37%,"6,550.30","6,505.69","6,564.55","554,998,694","307,276.00","17,521,145.00"
19/8/15,"6,403.45",-122.84,-1.88%,"6,526.29","6,403.45","6,526.52","721,079,154","373,556.00","17,147,589.00"
20/8/15,"6,367.89",-35.56,-0.56%,"6,403.45","6,359.71","6,408.61","750,762,848","408,091.00","16,739,498.00"
21/8/15,"6,187.65",-180.24,-2.83%,"6,367.89","6,187.65","6,367.89","832,209,903","455,652.00","16,283,846.00"
24/8/15,"5,898.87",-288.78,-4.67%,"6,187.65","5,768.22","6,187.65","1,708,522,018","855,325.00","15,428,521.00"
25/8/15,"6,081.34",+182.47,+3.09%,"5,898.87","5,898.87","6,115.74","1,377,241,518","704,086.00","16,132,607.00"
26/8/15,"5,979.20",-102.14,-1.68%,"6,081.34","5,949.94","6,095.05","1,022,612,076","576,446.00","15,556,161.00"
27/8/15,"6,192.03",+212.83,+3.56%,"5,979.20","5,979.20","6,212.48","1,059,861,558","557,370.00","16,113,531.00"
28/8/15,"6,247.94",+55.91,+0.90%,"6,192.03","6,152.01","6,247.94","895,702,753","488,635.00","16,602,166.00"
1/9/15,"6,058.54",-189.40,-3.03%,"6,247.94","6,028.71","6,247.94","1,032,091,497","525,341.00","16,076,825.00"
2/9/15,"6,083.31",+24.77,+0.41%,"6,058.54","6,021.36","6,161.68","791,455,466","413,569.00","16,490,394.00"
3/9/15,"6,194.10",+110.79,+1.82%,"6,083.31","6,083.31","6,215.74","758,474,340","421,576.00","16,911,970.00"
4/9/15,"6,042.92",-151.18,-2.44%,"6,194.10","6,040.49","6,194.10","766,156,810","400,725.00","16,511,245.00"
7/9/15,"6,074.52",+31.60,+0.52%,"6,042.92","6,042.92","6,125.67","479,134,490","229,852.00","16,741,097.00"
8/9/15,"6,146.10",+71.58,+1.18%,"6,074.52","6,074.52","6,196.47","685,131,705","344,604.00","17,085,701.00"
9/9/15,"6,229.01",+82.91,+1.35%,"6,146.10","6,146.10","6,284.17","756,977,150","401,206.00","17,486,907.00"
10/9/15,"6,155.81",-73.20,-1.18%,"6,229.01","6,127.52","6,229.01","772,718,355","386,109.00","17,100,798.00"
11/9/15,"6,117.76",-38.05,-0.62%,"6,155.81","6,113.10","6,174.28","584,620,924","312,477.00","16,788,321.00"
14/9/15,"6,084.59",-33.17,-0.54%,"6,117.76","6,065.43","6,191.82","617,180,360","317,347.00","16,470,974.00"
15/9/15,"6,137.60",+53.01,+0.87%,"6,084.59","6,019.92","6,158.08","728,373,181","367,980.00","16,838,954.00"
16/9/15,"6,229.21",+91.61,+1.49%,"6,137.60","6,137.60","6,244.94","844,324,525","482,418.00","17,321,372.00"
17/9/15,"6,186.99",-42.22,-0.68%,"6,229.21","6,182.63","6,239.86","861,345,644","431,751.00","16,889,621.00"
18/9/15,"6,104.11",-82.88,-1.34%,"6,186.99","6,053.87","6,188.74","1,553,063,458","671,550.00","16,218,071.00"
21/9/15,"6,108.71",+4.60,+0.08%,"6,104.11","6,083.64","6,168.74","719,110,948","361,320.00","16,579,391.00"
22/9/15,"5,935.84",-172.87,-2.83%,"6,108.71","5,935.84","6,111.57","970,780,515","463,653.00","16,115,738.00"
23/9/15,"6,032.24",+96.40,+1.62%,"5,935.84","5,933.23","6,067.56","748,152,309","363,410.00","16,479,148.00"
24/9/15,"5,961.49",-70.75,-1.17%,"6,032.24","5,947.19","6,055.64","894,318,831","436,666.00","16,042,482.00"
25/9/15,"6,109.01",+147.52,+2.47%,"5,961.49","5,961.49","6,120.67","863,421,878","374,678.00","16,417,160.00"
28/9/15,"5,958.86",-150.15,-2.46%,"6,109.01","5,958.86","6,110.31","997,742,113","393,615.00","16,023,545.00"
29/9/15,"5,909.24",-49.62,-0.83%,"5,958.86","5,877.08","5,958.86","1,030,460,533","438,813.00","15,584,732.00"
30/9/15,"6,061.61",+152.37,+2.58%,"5,909.24","5,909.24","6,061.61","1,050,457,659","491,225.00","16,075,957.00"
1/10/15,"6,072.47",+10.86,+0.18%,"6,061.61","6,053.26","6,172.78","873,579,593","416,584.00","16,492,541.00"
2/10/15,"6,129.98",+57.51,+0.95%,"6,072.47","6,051.62","6,176.20","888,461,021","406,243.00","16,898,784.00"
5/10/15,"6,298.92",+168.94,+2.76%,"6,129.98","6,129.98","6,301.05","890,099,310","405,386.00","17,304,170.00"
6/10/15,"6,326.16",+27.24,+0.43%,"6,298.92","6,255.10","6,343.71","737,901,818","376,654.00","17,680,824.00"
7/10/15,"6,336.35",+10.19,+0.16%,"6,326.16","6,319.77","6,396.34","1,015,950,556","588,288.00","18,269,112.00"
8/10/15,"6,374.82",+38.47,+0.61%,"6,336.35","6,303.46","6,380.30","742,310,224","390,740.00","18,659,852.00"
9/10/15,"6,416.16",+41.34,+0.65%,"6,374.82","6,374.82","6,453.22","768,195,872","422,537.00","19,082,389.00"
12/10/15,"6,371.18",-44.98,-0.70%,"6,416.16","6,351.34","6,416.16","552,277,081","315,735.00","18,766,654.00"
13/10/15,"6,342.28",-28.90,-0.45%,"6,371.18","6,303.02","6,371.18","722,568,487","395,961.00","18,370,693.00"
14/10/15,"6,269.61",-72.67,-1.15%,"6,342.28","6,268.29","6,342.28","638,445,308","346,274.00","18,024,419.00"
15/10/15,"6,338.67",+69.06,+1.10%,"6,269.61","6,269.61","6,351.43","644,982,685","359,488.00","18,383,907.00"
16/10/15,"6,378.04",+39.37,+0.62%,"6,338.67","6,338.67","6,398.23","610,628,124","346,925.00","18,730,832.00"
19/10/15,"6,352.33",-25.71,-0.40%,"6,378.04","6,336.27","6,408.09","476,841,513","265,218.00","18,465,614.00"
20/10/15,"6,345.13",-7.20,-0.11%,"6,352.33","6,319.25","6,367.75","592,197,388","311,329.00","18,154,285.00"
21/10/15,"6,348.42",+3.29,+0.05%,"6,345.13","6,316.30","6,387.29","615,203,664","342,869.00","18,497,154.00"
22/10/15,"6,376.28",+27.86,+0.44%,"6,348.42","6,321.65","6,387.28","740,616,736","398,584.00","18,895,738.00"
23/10/15,"6,444.08",+67.80,+1.06%,"6,376.28","6,376.28","6,487.89","749,535,452","417,428.00","19,313,166.00"
26/10/15,"6,417.02",-27.06,-0.42%,"6,444.08","6,405.38","6,453.00","454,684,919","268,132.00","19,045,034.00"
