trading_date,call_or_put,open_interest,volume
2013-06-05,P,8354487.0,745536.0
2013-06-06,C,5365564.0,486259.0
2013-06-06,P,8597506.0,905017.0
2013-06-07,C,5534057.0,380689.0
2013-06-07,P,8851102.0,601811.0
2013-06-10,C,5450118.0,170570.0
2013-06-10,P,8638948.0,307397.0
2013-06-11,C,5508405.0,230004.0
2013-06-11,P,8739475.0,422772.0
2013-06-12,C,5570419.0,256650.0
2013-06-12,P,8893495.0,481715.0
2013-06-13,C,5638608.0,350014.0
2013-06-13,P,9037520.0,556655.0
2013-06-14,C,5707969.0,335712.0
2013-06-14,P,9228033.0,555999.0
2013-06-17,C,5663338.0,291076.0
2013-06-17,P,9073226.0,432137.0
2013-06-18,C,5755853.0,360485.0
2013-06-18,P,9179316.0,396718.0
2013-06-19,C,5833415.0,355825.0
2013-06-19,P,9284583.0,622542.0
2013-06-20,C,5959438.0,835561.0
2013-06-20,P,9521881.0,1469513.0
2013-06-21,C,4093875.0,499311.0
2013-06-21,P,6490894.0,844834.0
2013-06-24,C,4310660.0,561780.0
2013-06-24,P,6837608.0,822465.0
2013-06-25,C,4474414.0,247229.0
2013-06-25,P,7092169.0,493671.0
2013-06-26,C,4575582.0,317710.0
2013-06-26,P,7225797.0,471217.0
2013-06-27,C,4702534.0,347190.0
2013-06-27,P,7365646.0,597143.0
2013-06-28,C,4823470.0,260501.0
2013-06-28,P,7536210.0,449461.0
2013-07-01,C,4640761.0,238851.0
2013-07-01,P,7207813.0,408421.0
2013-07-02,C,4734696.0,335533.0
2013-07-02,P,7328547.0,443400.0
2013-07-03,C,4841675.0,149868.0
2013-07-03,P,7460299.0,270672.0
2013-07-05,C,4890266.0,282846.0
2013-07-05,P,7546206.0,425230.0
2013-07-08,C,4763049.0,457551.0
2013-07-08,P,7308775.0,694510.0
2013-07-09,C,4871429.0,451654.0
2013-07-09,P,7525513.0,510859.0
2013-07-10,C,4999097.0,341857.0
2013-07-10,P,7667889.0,426578.0
2013-07-11,C,5084601.0,569656.0
2013-07-11,P,7827048.0,685740.0
2013-07-12,C,5209573.0,382307.0
2013-07-12,P,8842194.0,515832.0
2013-07-15,C,5076675.0,417599.0
2013-07-15,P,7967339.0,507495.0
2013-07-16,C,5168277.0,278637.0
2013-07-16,P,8146801.0,485720.0
2013-07-17,C,5227508.0,381114.0
2013-07-17,P,8381076.0,552918.0
2013-07-18,C,5362148.0,578033.0
2013-07-18,P,8664853.0,664644.0
2013-07-19,C,4435154.0,266073.0
2013-07-19,P,6996367.0,367196.0
2013-07-22,C,4553235.0,158074.0
2013-07-22,P,7208191.0,362466.0
2013-07-23,C,4589165.0,175796.0
2013-07-23,P,7346288.0,285296.0
2013-07-24,C,4658875.0,178792.0
2013-07-24,P,7455072.0,340841.0
2013-07-25,C,4702334.0,204866.0
2013-07-25,P,7604094.0,338525.0
2013-07-26,C,4768088.0,266317.0
2013-07-26,P,7747274.0,521981.0
2013-07-29,C,4668966.0,140426.0
2013-07-29,P,7495761.0,274317.0
2013-07-30,C,4718688.0,231571.0
2013-07-30,P,7630064.0,311831.0
2013-07-31,C,4800449.0,233602.0
2013-07-31,P,7799528.0,385451.0
2013-08-01,C,4877182.0,464309.0
2013-08-01,P,7953492.0,578265.0
2013-08-02,C,4954707.0,300242.0
2013-08-02,P,8089216.0,521405.0
2013-08-05,C,4905815.0,239525.0
2013-08-05,P,7949293.0,379311.0
2013-08-06,C,4971917.0,152573.0
2013-08-06,P,8114510.0,423070.0
2013-08-07,C,5031158.0,200512.0
2013-08-07,P,8298830.0,335128.0
2013-08-08,C,5088469.0,277454.0
2013-08-08,P,8405632.0,374716.0
2013-08-09,C,5172020.0,218132.0
2013-08-09,P,8535741.0,459166.0
2013-08-12,C,5114600.0,196353.0
2013-08-12,P,8371754.0,286792.0
2013-08-13,C,5167050.0,292642.0
2013-08-13,P,8501170.0,373244.0
2013-08-14,C,5246963.0,252411.0
2013-08-14,P,8621992.0,437841.0
2013-08-15,C,5312067.0,519621.0
2013-08-15,P,8780404.0,770838.0
2013-08-16,C,4530563.0,319157.0
2013-08-16,P,7201162.0,608286.0
2013-08-19,C,4666609.0,268401.0
2013-08-19,P,7510511.0,473073.0
2013-08-20,C,4741656.0,220980.0
2013-08-20,P,7728710.0,380219.0
2013-08-21,C,4811841.0,307312.0
2013-08-21,P,7894067.0,740639.0
2013-08-22,C,4923152.0,238528.0
2013-08-22,P,8152610.0,404745.0
2013-08-23,C,4966854.0,190691.0
2013-08-23,P,8252505.0,399958.0
2013-08-26,C,4864129.0,138126.0
2013-08-26,P,7862890.0,275924.0
2013-08-27,C,4923374.0,389211.0
2013-08-27,P,7970320.0,663285.0
2013-08-28,C,5008339.0,367866.0
2013-08-28,P,8114705.0,419545.0
2013-08-29,C,5092136.0,210103.0
2013-08-29,P,8230547.0,385188.0
2013-08-30,C,5186696.0,206288.0
2013-08-30,P,8368637.0,437133.0
2013-09-03,C,5058001.0,204032.0
2013-09-03,P,8160128.0,414491.0
2013-09-04,C,5110714.0,261754.0
2013-09-04,P,8297973.0,404240.0
2013-09-05,C,5193273.0,212320.0
2013-09-05,P,8401412.0,421359.0
2013-09-06,C,5285899.0,333440.0
2013-09-06,P,8570821.0,535437.0
2013-09-09,C,5228685.0,231716.0
2013-09-09,P,8357739.0,306055.0
2013-09-10,C,5308663.0,372272.0
2013-09-10,P,8464377.0,534100.0
2013-09-11,C,5395441.0,427608.0
2013-09-11,P,8620749.0,598335.0
2013-09-12,C,5510930.0,307066.0
2013-09-12,P,8771246.0,431250.0
2013-09-13,C,5611589.0,244399.0
2013-09-13,P,8905638.0,354486.0
2013-09-16,C,5507828.0,453962.0
2013-09-16,P,8622010.0,555268.0
2013-09-17,C,5613060.0,294872.0
2013-09-17,P,8827606.0,457244.0
2013-09-18,C,5701210.0,718486.0
2013-09-18,P,8945844.0,744312.0
2013-09-19,C,5897393.0,629429.0
2013-09-19,P,9213498.0,603757.0
2013-09-20,C,4081731.0,319126.0
2013-09-20,P,6482691.0,574639.0
2013-09-23,C,4237485.0,233948.0
2013-09-23,P,6794315.0,489928.0
2013-09-24,C,4347991.0,239787.0
2013-09-24,P,6990407.0,364334.0
2013-09-25,C,4434852.0,227122.0
2013-09-25,P,7129155.0,451853.0
2013-09-26,C,4525328.0,295876.0
2013-09-26,P,7340888.0,400638.0
2013-09-27,C,4646834.0,317767.0
2013-09-27,P,7512154.0,586718.0
2013-09-30,C,4571447.0,240385.0
2013-09-30,P,7415149.0,577741.0
2013-10-01,C,4430039.0,266013.0
2013-10-01,P,7197529.0,476134.0
2013-10-02,C,4532571.0,318708.0
2013-10-02,P,7390794.0,456204.0
2013-10-03,C,4659410.0,365782.0
2013-10-03,P,7607380.0,564293.0
2013-10-04,C,4760318.0,285531.0
2013-10-04,P,7792971.0,506533.0
2013-10-07,C,4671780.0,189401.0
2013-10-07,P,7607093.0,386981.0
2013-10-08,C,4750735.0,401970.0
2013-10-08,P,7780963.0,640285.0
2013-10-09,C,4871805.0,401949.0
2013-10-09,P,7934920.0,675931.0
2013-10-10,C,5007864.0,480045.0
2013-10-10,P,8137818.0,694167.0
2013-10-11,C,5115469.0,308838.0
2013-10-11,P,8246864.0,588211.0
2013-10-14,C,4980928.0,378660.0
2013-10-14,P,8033215.0,546662.0
2013-10-15,C,5055370.0,375255.0
2013-10-15,P,8171899.0,556365.0
2013-10-16,C,5090122.0,529786.0
2013-10-16,P,8288624.0,840864.0
2013-10-17,C,5244062.0,736275.0
2013-10-17,P,8647751.0,912667.0
2013-10-18,C,4449709.0,568249.0
2013-10-18,P,7121603.0,783635.0
2013-10-21,C,4655561.0,272673.0
2013-10-21,P,7488745.0,409258.0
2013-10-22,C,4723546.0,444123.0
2013-10-22,P,7681226.0,469767.0
2013-10-23,C,4859636.0,231172.0
2013-10-23,P,7862360.0,417911.0
2013-10-24,C,4935958.0,231485.0
2013-10-24,P,8003710.0,354899.0
2013-10-25,C,5001839.0,212747.0
2013-10-25,P,8140034.0,356483.0
2013-10-28,C,4859023.0,343993.0
2013-10-28,P,7696344.0,527937.0
2013-10-29,C,4942073.0,209167.0
2013-10-29,P,7906917.0,355301.0
2013-10-30,C,5025681.0,429420.0
2013-10-30,P,8044736.0,598004.0
2013-10-31,C,5134358.0,265634.0
2013-10-31,P,8302942.0,421539.0
2013-11-01,C,5201599.0,260153.0
2013-11-01,P,8497308.0,411286.0
2013-11-04,C,5091428.0,190082.0
2013-11-04,P,8174553.0,321288.0
2013-11-05,C,5131686.0,243121.0
2013-11-05,P,8261826.0,319738.0
2013-11-06,C,5201958.0,250407.0
2013-11-06,P,8374998.0,343342.0
2013-11-07,C,5283322.0,316566.0
2013-11-07,P,8510902.0,497612.0
2013-11-08,C,5359231.0,301165.0
2013-11-08,P,8703476.0,524040.0
2013-11-11,C,5283615.0,282210.0
2013-11-11,P,8547062.0,328101.0
2013-11-12,C,5329409.0,455745.0
2013-11-12,P,8693244.0,442190.0
2013-11-13,C,5438841.0,356610.0
2013-11-13,P,8836703.0,477281.0
2013-11-14,C,5498319.0,644815.0
2013-11-14,P,8912604.0,717887.0
2013-11-15,C,4797049.0,296156.0
2013-11-15,P,7335329.0,468072.0
2013-11-18,C,4934027.0,296878.0
2013-11-18,P,7592947.0,459202.0
2013-11-19,C,5013314.0,314459.0
2013-11-19,P,7778494.0,403464.0
2013-11-20,C,5134162.0,267676.0
2013-11-20,P,7922213.0,592367.0
2013-11-21,C,5213223.0,195254.0
2013-11-21,P,8272259.0,326152.0
2013-11-22,C,5297754.0,334426.0
2013-11-22,P,8395512.0,446745.0
2013-11-25,C,5220827.0,251810.0
2013-11-25,P,8213107.0,385723.0
2013-11-26,C,5287043.0,216590.0
2013-11-26,P,8340995.0,343574.0
2013-11-27,C,5359090.0,251980.0
2013-11-27,P,8498587.0,358884.0
2013-11-29,C,5464197.0,270586.0
2013-11-29,P,8660302.0,386789.0
2013-12-02,C,5390065.0,210511.0
2013-12-02,P,8500324.0,333647.0
2013-12-03,C,5439075.0,234367.0
2013-12-03,P,8653570.0,413417.0
2013-12-04,C,5519693.0,293813.0
2013-12-04,P,8813811.0,479711.0
2013-12-05,C,5603023.0,351491.0
2013-12-05,P,8982329.0,499987.0
2013-12-06,C,5668139.0,321559.0
2013-12-06,P,9167406.0,579979.0
2013-12-09,C,5531009.0,261980.0
2013-12-09,P,8908324.0,375099.0
2013-12-10,C,5622051.0,222059.0
2013-12-10,P,9044093.0,403429.0
2013-12-11,C,5692703.0,384874.0
2013-12-11,P,9205321.0,477402.0
2013-12-12,C,5790439.0,359973.0
2013-12-12,P,9370275.0,482297.0
2013-12-13,C,5866122.0,288493.0
2013-12-13,P,9475767.0,598034.0
2013-12-16,C,5768289.0,218805.0
2013-12-16,P,9279961.0,411281.0
2013-12-17,C,5821039.0,312898.0
2013-12-17,P,9435001.0,451088.0
2013-12-18,C,5894822.0,620438.0
2013-12-18,P,9601681.0,832505.0
2013-12-19,C,6068862.0,707495.0
2013-12-19,P,9884392.0,709530.0
2013-12-20,C,3675811.0,427333.0
2013-12-20,P,6038056.0,888644.0
2013-12-23,C,3861362.0,268369.0
2013-12-23,P,6431921.0,374637.0
2013-12-24,C,3966658.0,199520.0
2013-12-24,P,6641388.0,248583.0
2013-12-26,C,4058128.0,327728.0
2013-12-26,P,6779210.0,355526.0
2013-12-27,C,4114889.0,387838.0
2013-12-27,P,6887371.0,410332.0
2013-12-30,C,3900410.0,296526.0
2013-12-30,P,6679699.0,390034.0
2013-12-31,C,4004769.0,409330.0
2013-12-31,P,6893825.0,426903.0
2014-01-02,C,3745366.0,399712.0
2014-01-02,P,6203144.0,721118.0
2014-01-03,C,3875948.0,302122.0
2014-01-03,P,6480170.0,591825.0
2014-01-06,C,3728334.0,271789.0
2014-01-06,P,6365149.0,379739.0
2014-01-07,C,3815831.0,208016.0
2014-01-07,P,6512374.0,423099.0
2014-01-08,C,3903190.0,262490.0
2014-01-08,P,6658858.0,451134.0
2014-01-09,C,4012375.0,296378.0
2014-01-09,P,6849075.0,476895.0
2014-01-10,C,4120454.0,365151.0
2014-01-10,P,7032928.0,518662.0
2014-01-13,C,4015774.0,360431.0
2014-01-13,P,6875551.0,588770.0
2014-01-14,C,4068066.0,369098.0
2014-01-14,P,7107410.0,411956.0
2014-01-15,C,4193116.0,416227.0
2014-01-15,P,7272153.0,460807.0
2014-01-16,C,4307016.0,346648.0
2014-01-16,P,7479654.0,522985.0
2014-01-17,C,3266813.0,241735.0
2014-01-17,P,5497310.0,544058.0
2014-01-21,C,3370389.0,180151.0
2014-01-21,P,5782074.0,366668.0
2014-01-22,C,3450738.0,171381.0
2014-01-22,P,5962692.0,554191.0
2014-01-23,C,3536416.0,313442.0
2014-01-23,P,6321551.0,657220.0
2014-01-24,C,3643737.0,492746.0
2014-01-24,P,6585857.0,968593.0
2014-01-27,C,3635360.0,503979.0
2014-01-27,P,6445597.0,909561.0
2014-01-28,C,3795564.0,228938.0
2014-01-28,P,6761663.0,381944.0
2014-01-29,C,3882677.0,348465.0
2014-01-29,P,6886812.0,571683.0
2014-01-30,C,3995927.0,302646.0
2014-01-30,P,7011267.0,484484.0
2014-01-31,C,4104950.0,346653.0
2014-01-31,P,7167365.0,709889.0
2014-02-03,C,3979145.0,553553.0
2014-02-03,P,6913936.0,1023168.0
2014-02-04,C,4131080.0,367592.0
2014-02-04,P,7206873.0,694022.0
2014-02-05,C,4256493.0,280940.0
2014-02-05,P,7417992.0,533267.0
2014-02-06,C,4379158.0,329007.0
2014-02-06,P,7572209.0,612734.0
2014-02-07,C,4485768.0,458204.0
2014-02-07,P,7747990.0,669443.0
2014-02-10,C,4341188.0,244722.0
2014-02-10,P,7408014.0,366059.0
2014-02-11,C,4424570.0,603083.0
2014-02-11,P,7524366.0,922815.0
2014-02-12,C,4554933.0,301638.0
2014-02-12,P,7704612.0,421141.0
2014-02-13,C,4609975.0,363180.0
2014-02-13,P,7852362.0,494334.0
2014-02-14,C,4673770.0,458790.0
2014-02-14,P,7986016.0,618477.0
2014-02-18,C,4552958.0,306819.0
2014-02-18,P,7700191.0,402749.0
2014-02-19,C,4581513.0,517570.0
2014-02-19,P,7785873.0,936367.0
2014-02-20,C,4701462.0,305762.0
2014-02-20,P,8151750.0,597476.0
2014-02-21,C,3915154.0,359027.0
2014-02-21,P,6616955.0,504055.0
2014-02-24,C,4100109.0,382201.0
2014-02-24,P,6905884.0,524973.0
2014-02-25,C,4186425.0,207028.0
2014-02-25,P,7070820.0,352779.0
2014-02-26,C,4279812.0,222396.0
2014-02-26,P,7269656.0,375111.0
2014-02-27,C,4365101.0,255978.0
2014-02-27,P,7414463.0,451195.0
2014-02-28,C,4410494.0,489876.0
2014-02-28,P,7562286.0,685687.0
2014-03-03,C,4272963.0,236234.0
2014-03-03,P,7332501.0,538843.0
2014-03-04,C,4331252.0,313324.0
2014-03-04,P,7531849.0,566537.0
2014-03-05,C,4400109.0,248170.0
2014-03-05,P,7744221.0,501608.0
2014-03-06,C,4452421.0,336568.0
2014-03-06,P,7892486.0,557670.0
2014-03-07,C,4526003.0,357255.0
2014-03-07,P,8107232.0,623854.0
2014-03-10,C,4464147.0,179556.0
2014-03-10,P,7826333.0,408557.0
2014-03-11,C,4517583.0,326466.0
2014-03-11,P,7968250.0,462466.0
2014-03-12,C,4626801.0,248781.0
2014-03-12,P,8155920.0,437458.0
2014-03-13,C,4707242.0,428678.0
2014-03-13,P,8356829.0,605376.0
2014-03-14,C,4830228.0,299191.0
2014-03-14,P,8525833.0,762003.0
2014-03-17,C,4724212.0,254046.0
2014-03-17,P,8392575.0,385550.0
2014-03-18,C,4801814.0,306326.0
2014-03-18,P,8529676.0,572904.0
2014-03-19,C,4887438.0,381996.0
2014-03-19,P,8744532.0,542595.0
2014-03-20,C,4978101.0,348153.0
2014-03-20,P,8952678.0,593705.0
2014-03-21,C,3260798.0,306939.0
2014-03-21,P,5901060.0,604160.0
2014-03-24,C,3418671.0,244383.0
2014-03-24,P,6278039.0,451650.0
2014-03-25,C,3501461.0,183927.0
2014-03-25,P,6469779.0,328649.0
2014-03-26,C,3558422.0,272239.0
2014-03-26,P,6580629.0,530666.0
2014-03-27,C,3609575.0,285929.0
2014-03-27,P,6752224.0,464904.0
2014-03-28,C,3689251.0,318836.0
2014-03-28,P,6906029.0,602415.0
2014-03-31,C,3555332.0,270271.0
2014-03-31,P,6616795.0,374516.0
2014-04-01,C,3491877.0,224810.0
2014-04-01,P,6432821.0,485731.0
2014-04-02,C,3569702.0,349643.0
2014-04-02,P,6603580.0,395656.0
2014-04-03,C,3703398.0,312567.0
2014-04-03,P,6759991.0,377733.0
2014-04-04,C,3830798.0,437552.0
2014-04-04,P,6938550.0,776521.0
2014-04-07,C,3739501.0,353801.0
2014-04-07,P,6821866.0,560916.0
2014-04-08,C,3847362.0,212424.0
2014-04-08,P,6952693.0,354733.0
2014-04-09,C,3880794.0,248728.0
2014-04-09,P,7071068.0,360852.0
2014-04-10,C,3938922.0,363175.0
2014-04-10,P,7122055.0,596914.0
2014-04-11,C,4044358.0,462832.0
2014-04-11,P,7351392.0,901887.0
2014-04-14,C,3989622.0,217709.0
2014-04-14,P,7262932.0,571339.0
2014-04-15,C,4060608.0,374710.0
2014-04-15,P,7403953.0,577596.0
2014-04-16,C,4195623.0,458350.0
2014-04-16,P,7642939.0,681250.0
2014-04-17,C,3461292.0,341480.0
2014-04-17,P,6222643.0,503179.0
2014-04-21,C,3565698.0,183985.0
2014-04-21,P,6450542.0,323904.0
2014-04-22,C,3650176.0,410800.0
2014-04-22,P,6600891.0,485764.0
2014-04-23,C,3786732.0,157419.0
2014-04-23,P,6737571.0,270329.0
2014-04-24,C,3823416.0,213856.0
2014-04-24,P,6847428.0,362648.0
2014-04-25,C,3926131.0,221646.0
2014-04-25,P,7032133.0,563814.0
2014-04-28,C,3825092.0,214399.0
2014-04-28,P,6882918.0,292751.0
2014-04-29,C,3896954.0,197123.0
2014-04-29,P,6947034.0,264942.0
2014-04-30,C,3993446.0,151004.0
2014-04-30,P,7076242.0,265108.0
2014-05-01,C,4026363.0,299180.0
2014-05-01,P,7155636.0,514562.0
2014-05-02,C,4073638.0,280676.0
2014-05-02,P,7289939.0,503623.0
2014-05-05,C,3922032.0,220143.0
2014-05-05,P,7103805.0,329243.0
2014-05-06,C,3987800.0,253496.0
2014-05-06,P,7247753.0,341452.0
2014-05-07,C,4067712.0,214944.0
2014-05-07,P,7416983.0,275867.0
2014-05-08,C,4136853.0,299608.0
2014-05-08,P,7537096.0,424687.0
2014-05-09,C,4223552.0,276307.0
2014-05-09,P,7655627.0,430956.0
2014-05-12,C,4127757.0,315575.0
2014-05-12,P,7464371.0,425203.0
2014-05-13,C,4210321.0,318798.0
2014-05-13,P,7589738.0,392833.0
2014-05-14,C,4315830.0,337931.0
2014-05-14,P,7807447.0,592626.0
2014-05-15,C,4427353.0,532711.0
2014-05-15,P,8046712.0,783393.0
2014-05-16,C,3840486.0,337975.0
2014-05-16,P,6671184.0,583108.0
2014-05-19,C,3960095.0,162028.0
2014-05-19,P,6964295.0,356748.0
2014-05-20,C,4025944.0,196209.0
2014-05-20,P,7105470.0,421560.0
2014-05-21,C,4083239.0,310986.0
2014-05-21,P,7275125.0,670673.0
2014-05-22,C,4218734.0,240673.0
2014-05-22,P,7629743.0,369040.0
2014-05-23,C,4281970.0,347853.0
2014-05-23,P,7740443.0,455566.0
2014-05-27,C,4170728.0,249249.0
2014-05-27,P,7504764.0,474676.0
2014-05-28,C,4208238.0,232814.0
2014-05-28,P,7612259.0,401068.0
2014-05-29,C,4300461.0,452256.0
2014-05-29,P,7805686.0,463415.0
2014-05-30,C,4467706.0,325702.0
2014-05-30,P,7988011.0,478577.0
2014-06-02,C,4353455.0,279271.0
2014-06-02,P,7796918.0,467548.0
2014-06-03,C,4458951.0,198245.0
2014-06-03,P,7951518.0,393795.0
2014-06-04,C,4518461.0,318383.0
2014-06-04,P,8096544.0,430763.0
2014-06-05,C,4597683.0,594502.0
2014-06-05,P,8310797.0,696200.0
2014-06-06,C,4687752.0,502929.0
2014-06-06,P,8590850.0,684096.0
2014-06-09,C,4570972.0,386120.0
2014-06-09,P,8420306.0,461967.0
2014-06-10,C,4671977.0,277407.0
2014-06-10,P,8602888.0,459406.0
2014-06-11,C,4720302.0,253892.0
2014-06-11,P,8784025.0,390577.0
2014-06-12,C,4797266.0,290130.0
2014-06-12,P,8949928.0,501515.0
2014-06-13,C,4866348.0,267852.0
2014-06-13,P,9171841.0,484080.0
2014-06-16,C,4733993.0,206001.0
2014-06-16,P,8935924.0,443223.0
2014-06-17,C,4784485.0,288270.0
2014-06-17,P,9162723.0,541761.0
2014-06-18,C,4877356.0,439222.0
2014-06-18,P,9419839.0,852245.0
2014-06-19,C,4988359.0,452927.0
2014-06-19,P,8945436.0,703678.0
2014-06-20,C,3342434.0,340278.0
2014-06-20,P,6584741.0,641841.0
2014-06-23,C,3493824.0,185477.0
2014-06-23,P,6993868.0,375457.0
2014-06-24,C,3566275.0,263329.0
2014-06-24,P,7188209.0,498531.0
2014-06-25,C,3651811.0,186721.0
2014-06-25,P,7398005.0,382202.0
2014-06-26,C,3688902.0,216351.0
2014-06-26,P,7587124.0,446847.0
2014-06-27,C,3740160.0,260376.0
2014-06-27,P,7752101.0,524110.0
2014-06-30,C,3640775.0,213567.0
2014-06-30,P,7497859.0,493264.0
2014-07-01,C,3554830.0,452576.0
2014-07-01,P,7265534.0,602641.0
2014-07-02,C,3687738.0,276813.0
2014-07-02,P,7504728.0,494182.0
2014-07-03,C,3776851.0,261956.0
2014-07-03,P,7766585.0,492167.0
2014-07-07,C,3664105.0,189564.0
2014-07-07,P,7465546.0,471621.0
2014-07-08,C,3706797.0,292015.0
2014-07-08,P,7679119.0,569337.0
2014-07-09,C,3774463.0,157515.0
2014-07-09,P,7920359.0,392675.0
2014-07-10,C,3825241.0,282690.0
2014-07-10,P,8126624.0,524277.0
2014-07-11,C,3900820.0,275937.0
2014-07-11,P,8329211.0,720769.0
2014-07-14,C,3804399.0,279610.0
2014-07-14,P,8152109.0,405099.0
2014-07-15,C,3858631.0,265748.0
2014-07-15,P,8273148.0,438173.0
2014-07-16,C,3922779.0,341401.0
2014-07-16,P,8462259.0,764651.0
2014-07-17,C,4018294.0,369153.0
2014-07-17,P,8845959.0,783129.0
2014-07-18,C,3394665.0,288549.0
